2024-04-09,55969,Сок ДОБРЫЙ яблоко 1л,109.9,4
2024-04-25,46289,Чай ГРИНФИЛД Жасмин Дрим 25пак,89.9,3
2024-05-23,18161,Мак.изделия МАКФА Улитки м/у 400г,49.9,3
2024-05-11,27910,Колготки ИННАМОРЕ Белла 70ден мока 5,235.0,3
2024-01-16,17076,Колготки ИННАМОРЕ Белла 70ден мока 5,235.0,3
2024-10-05,95573,Колготки ИННАМОРЕ Белла 70ден неро 5,235.0,4
2024-07-01,83648,Нектар ДОБРЫЙ мультифрукт 1л,109.9,1
2024-06-20,58889,Кофе НЕСКАФЕ Голд м/у 220г,469.9,1
2024-05-09,86086,Колготки ИННАМОРЕ Белла 70ден неро 3,235.0,2
2024-04-04,94263,Сметана ТОМСКОЕ МОЛОКО бзмж 10% стакан 350г,59.9,3
2024-09-14,90627,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,1
2024-06-25,34538,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,4
2024-04-17,93321,Перец Южный 1кг,6.99,2
2024-06-04,39452,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,4
2024-05-01,17233,Колготки ГЛАМУР Велюр 70ден неро 2,289.9,1
2024-05-21,58324,Нектар ДОБРЫЙ яблоко вишня 1л,109.9,1
2024-04-11,82909,Кофе НЕСКАФЕ Голд м/у 220г,469.9,4
2024-03-08,60504,Средство для стирки ЛАСКА Эффект восстановления белого 1000мл,269.9,4
2024-08-10,88503,Колготки ИННАМОРЕ Белла 70ден мока 5,235.0,1
2024-08-12,31548,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,1
2024-09-06,46121,Колготки ИННАМОРЕ Белла 70ден мока 4,235.0,3
2024-04-27,75370,Подгузники-трусики МЕПСИ 6-11кг 58шт,849.0,2
2024-02-25,19817,Молоко ТОМСКОЕ МОЛОКО пастер бзмж 2.5% пэт 1.4кг,94.9,2
2024-08-15,9636,Колготки ГЛАМУР Велюр 70ден неро 3,289.9,4
2024-02-26,98417,Средство для стирки ЛАСКА Арома уход 900мл,269.9,2
2024-03-08,49845,Колготки ИННАМОРЕ Белла 70ден неро 3,235.0,3
2024-09-02,61325,Кофе НЕСКАФЕ Голд м/у 220г,469.9,2
2024-04-29,52819,Средство для стирки ЛАСКА Шерсть и шелк 1000мл,269.9,3
2024-06-14,45083,Колготки ГЛАМУР Велюр 70ден неро 5,289.9,1
2024-06-01,19910,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,1
2024-08-22,49694,Подгузники-трусики МЕПСИ 6-11кг 58шт,849.0,2
2024-06-28,99007,Средство для мытья посуды ФЕЙРИ Нежные руки Ромашка и витамин Е 450мл,104.9,3
2024-03-28,5341,Средство для стирки ЛАСКА Эффект восстановления белого 1000мл,269.9,2
2024-10-06,85266,Горошек БОНДЮЭЛЬ ж/б 212мл,79.9,1
2024-05-12,35456,Кукуруза БОНДЮЭЛЬ ж/б 212мл,79.9,1
2024-10-01,90913,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,3
2024-09-30,93420,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,4
2024-02-12,68915,Сок ДОБРЫЙ яблоко 1л,109.9,1
2024-07-14,9346,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,1
2024-01-22,46691,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,1
2024-01-20,13874,Мак.изделия МАКФА Рожки гладкие м/у 400г,49.9,4
2024-05-01,91407,Колготки ИННАМОРЕ Белла 70ден мока 2,235.0,4
2024-08-28,57813,Мак.изделия МАКФА Рожки гладкие м/у 400г,49.9,2
2024-06-14,16527,Колготки ИННАМОРЕ Белла 70ден мока 4,235.0,1
2024-08-30,63493,Средство для стирки ЛАСКА Эффект восстановления для цветного 1000мл,269.9,3
2024-10-12,54324,Напиток сокосодержащий ДОБРЫЙ яблоко персик 1л,109.9,4
2024-02-01,1675,Нектар ДОБРЫЙ мультифрукт 1л,109.9,3
2024-06-25,7718,Молоко ТОМСКОЕ МОЛОКО пастер бзмж 2.5% пэт 1.4кг,94.9,3
2024-07-08,68175,Чай ГРИНФИЛД Меджик Юньнань 25пак,89.9,3
2024-03-19,70551,Нектар ДОБРЫЙ мультифрукт 1л,109.9,4
2024-06-27,44859,Средство для стирки ЛАСКА Эффект восстановления черного 1000мл,269.9,3
2024-03-03,78200,Конфеты НШФ Мой Костер весовые,69.9,1
2024-04-29,1687,Чай ГРИНФИЛД Меджик Юньнань 25пак,89.9,1
2024-07-01,73223,Сыр ЮГОВСКОЙ Тильзитер бзмж 45% 200г,129.9,4
2024-04-23,61010,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,1
2024-03-29,45287,Перец Южный 1кг,6.99,4
2024-02-18,29549,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,2
2024-03-02,56178,Мак.изделия МАКФА лапша длинная м/у 400г,49.9,4
2024-08-31,96250,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,4
2024-04-13,29295,Напиток сокосодержащий ДОБРЫЙ яблоко персик 1л,109.9,3
2024-10-02,33805,Перец Южный 1кг,6.99,4
2024-05-11,22996,Нектар ДОБРЫЙ мультифрукт 1л,109.9,2
2024-05-16,56943,Средство для мытья посуды ФЕЙРИ Сочный лимон 450мл,104.9,1
2024-01-30,30802,Мак.изделия МАКФА Рожки гладкие м/у 400г,49.9,4
2024-06-04,71716,Колготки ИННАМОРЕ Белла 70ден мока 2,235.0,1
2024-07-01,80873,Чай ГРИНФИЛД Меджик Юньнань 25пак,89.9,4
2024-09-14,17474,Мак.изделия МАКФА Рожки гладкие м/у 400г,49.9,1
2024-03-05,15871,Кукуруза БОНДЮЭЛЬ ж/б 212мл,79.9,1
2024-05-11,93551,Грибы шампиньоны свежие 300г,99.9,2
2024-07-24,89951,Мак.изделия МАКФА лапша длинная м/у 400г,49.9,1
2024-04-16,37510,Средство для стирки ЛАСКА Эффект восстановления черного 1000мл,269.9,4
2024-04-27,14339,Колготки ИННАМОРЕ Белла 70ден неро 2,235.0,4
2024-06-17,2631,Газ.напиток ДОБРЫЙ Кола 1.5л,109.9,2
2024-10-14,96573,Подгузники-трусики МЕПСИ 9-16кг 44шт,849.0,3
2024-03-07,41705,Газ.напиток ДОБРЫЙ Кола 1.5л,109.9,4
2024-07-22,42341,Газ.напиток ДОБРЫЙ Кола 1.5л,109.9,1
2024-02-19,59456,Колготки ГЛАМУР Велюр 70ден неро 2,289.9,3
2024-10-05,93098,Средство для стирки ЛАСКА Арома уход 900мл,269.9,3
2024-02-15,65779,Средство для мытья посуды ФЕЙРИ Нежные руки Ромашка и витамин Е 450мл,104.9,1
2024-10-05,33862,Средство для мытья посуды ФЕЙРИ Сочный лимон 450мл,104.9,4
2024-09-07,12471,Колготки ИННАМОРЕ Белла 70ден мока 3,235.0,3
2024-02-27,87373,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,3
2024-04-18,99870,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,2
2024-07-10,7632,Сок ДОБРЫЙ яблоко 1л,109.9,3
2024-07-02,78477,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,1
2024-04-02,31925,Средство для мытья посуды ФЕЙРИ Нежные руки Ромашка и витамин Е 450мл,104.9,4
2024-01-20,1059,Мак.изделия МАКФА лапша длинная м/у 400г,49.9,2
2024-09-19,99775,Грибы шампиньоны свежие 300г,99.9,3
2024-02-10,97851,Колготки ГЛАМУР Велюр 70ден неро 4,289.9,1
2024-03-03,67680,Молоко ТОМСКОЕ МОЛОКО пастер бзмж 2.5% пэт 1.4кг,94.9,4
2024-02-08,63756,Сметана ТОМСКОЕ МОЛОКО бзмж 10% стакан 350г,59.9,4
2024-05-01,73784,Молоко ТОМСКОЕ МОЛОКО пастер бзмж 2.5% пэт 1.4кг,94.9,3
2024-05-20,34933,Колготки ИННАМОРЕ Белла 70ден неро 3,235.0,4
2024-08-25,55980,Нектар ДОБРЫЙ мультифрукт 1л,109.9,2
2024-06-10,76964,Сметана ТОМСКОЕ МОЛОКО бзмж 10% стакан 350г,59.9,3
2024-08-17,13757,Грибы шампиньоны свежие 300г,99.9,4
2024-03-12,10645,Мак.изделия МАКФА Рожки гладкие м/у 400г,49.9,3
2024-08-19,4109,Подгузники-трусики МЕПСИ 9-16кг 44шт,849.0,1
2024-01-05,53983,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,1
2024-02-28,77452,Средство для стирки ЛАСКА Эффект восстановления белого 1000мл,269.9,2
2024-10-01,27138,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,1
2024-07-19,32550,Колготки ИННАМОРЕ Белла 70ден мока 2,235.0,2
2024-06-20,57650,Средство для стирки ЛАСКА Эффект восстановления черного 1000мл,269.9,1
2024-06-26,28055,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,3
2024-01-14,3758,Колготки ИННАМОРЕ Белла 70ден мока 4,235.0,2
2024-02-01,41366,Колготки ГЛАМУР Велюр 70ден неро 4,289.9,2
2024-07-31,19526,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,1
2024-07-25,55884,Перец Южный 1кг,6.99,3
2024-06-08,58014,Колготки ГЛАМУР Велюр 70ден неро 3,289.9,3
2024-09-23,20053,Нектар ДОБРЫЙ мультифрукт 1л,109.9,2
2024-08-28,64114,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,4
2024-02-09,72135,Газ.напиток ДОБРЫЙ Кола без сахара 1.5л,109.9,1
2024-04-13,26841,Конфеты НШФ Новосибирские весовые,69.9,3
2024-08-09,94291,Сок ДОБРЫЙ яблоко 1л,109.9,2
2024-04-19,92550,Колготки ГЛАМУР Велюр 70ден неро 2,289.9,2
2024-06-19,55701,Кофе НЕСКАФЕ Голд м/у 220г,469.9,2
2024-10-02,5289,Свинина окорок б/к охл 1кг,29.99,2
2024-09-28,26717,Гречневая крупа ЗАРИНСКИЙ КЗ м/у 800г,39.9,4
2024-09-12,24699,Колготки ИННАМОРЕ Белла 70ден мока 4,235.0,3
2024-06-12,15164,Газ.напиток ДОБРЫЙ Кола 1.5л,109.9,4
2024-07-15,94644,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,2
2024-04-15,98309,Кофе НЕСКАФЕ Голд м/у 220г,469.9,1
2024-02-09,73190,Чай ГРИНФИЛД Жасмин Дрим 25пак,89.9,1
2024-07-28,17940,Перец Южный 1кг,6.99,2
2024-07-16,3783,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,1
2024-03-03,36370,Подгузники-трусики МЕПСИ 6-11кг 58шт,849.0,1
2024-06-07,1075,Мак.изделия МАКФА Витки м/у 400г,49.9,2
2024-09-15,87874,Грибы шампиньоны свежие 300г,99.9,3
2024-05-19,32814,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,4
2024-07-01,34079,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,3
2024-02-10,78293,Газ.напиток ДОБРЫЙ Кола без сахара 1.5л,109.9,1
2024-07-21,61018,Мак.изделия МАКФА лапша длинная м/у 400г,49.9,4
2024-04-15,47705,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,3
2024-02-16,60940,Подгузники-трусики МЕПСИ 9-16кг 44шт,849.0,3
2024-05-25,80305,Колготки ИННАМОРЕ Белла 70ден неро 3,235.0,2
2024-05-07,54841,Подгузники-трусики МЕПСИ 9-16кг 44шт,849.0,2
2024-04-24,84714,Колготки ИННАМОРЕ Белла 70ден неро 5,235.0,3
2024-09-19,38417,Чай ГРИНФИЛД Жасмин Дрим 25пак,89.9,1
2024-01-18,83833,Средство для стирки ЛАСКА Эффект восстановления черного 1000мл,269.9,3
2024-04-16,30984,Перец Южный 1кг,6.99,4
2024-01-14,85711,Чай ГРИНФИЛД Жасмин Дрим 25пак,89.9,3
2024-04-20,39859,Нектар ДОБРЫЙ мультифрукт 1л,109.9,1
2024-01-19,99207,Подгузники-трусики МЕПСИ 12-22кг 38шт,849.0,3
2024-01-28,16702,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,3
2024-08-31,46688,Колготки ГЛАМУР Велюр 70ден неро 3,289.9,2
2024-04-28,2677,Колготки ИННАМОРЕ Белла 70ден неро 5,235.0,2
2024-06-03,33314,Средство для мытья посуды ФЕЙРИ Нежные руки Чайное дерево и мята 450мл,104.9,4
2024-08-19,79923,Кукуруза БОНДЮЭЛЬ ж/б 212мл,79.9,4
2024-01-16,83720,Средство для стирки ЛАСКА Эффект восстановления белого 1000мл,269.9,4
2024-07-16,51231,Колготки ИННАМОРЕ Белла 70ден неро 3,235.0,3
2024-09-30,81640,Колготки ГЛАМУР Велюр 70ден неро 4,289.9,4
2024-07-02,9029,Напиток сокосодержащий ДОБРЫЙ яблоко персик 1л,109.9,1
2024-07-23,53922,Чай ГРИНФИЛД Меджик Юньнань 25пак,89.9,1
2024-10-14,77632,Сыр ЮГОВСКОЙ Тильзитер бзмж 45% 200г,129.9,3
2024-10-05,47280,Сыр ЮГОВСКОЙ Голландский бзмж 45% 200г,129.9,2
2024-01-24,59256,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,2
2024-04-26,84661,Мак.изделия МАКФА вермишель Триолли  длинная оригинальная м/у 400г,49.9,1
2024-05-08,96782,Колготки ИННАМОРЕ Белла 70ден мока 3,235.0,3
2024-09-27,63522,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,4
2024-07-24,62300,Подгузники-трусики МЕПСИ 6-11кг 58шт,849.0,4
2024-04-15,77567,Колготки ИННАМОРЕ Белла 70ден мока 3,235.0,3
2024-05-04,74735,Мак.изделия МАКФА вермишель Триолли  длинная оригинальная м/у 400г,49.9,2
2024-05-03,1653,Подгузники-трусики МЕПСИ 6-11кг 58шт,849.0,4
2024-06-25,13095,Кофе НЕСКАФЕ Голд м/у 220г,469.9,3
2024-03-11,89203,Свинина окорок б/к охл 1кг,29.99,3
2024-04-18,15937,Колготки ИННАМОРЕ Белла 70ден неро 5,235.0,1
2024-02-24,84758,Нектар ДОБРЫЙ мультифрукт 1л,109.9,1
2024-06-21,36088,Средство для стирки ЛАСКА Эффект восстановления черного 1000мл,269.9,1
2024-10-06,84031,Кукуруза БОНДЮЭЛЬ ж/б 212мл,79.9,4
2024-04-29,82292,Чай ГРИНФИЛД Жасмин Дрим 25пак,89.9,1
2024-02-09,14185,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,3
2024-04-21,64778,Газ.напиток ДОБРЫЙ Кола 1.5л,109.9,1
2024-03-03,8065,Сыр ЮГОВСКОЙ Голландский бзмж 45% 200г,129.9,3
2024-09-16,10658,Кукуруза БОНДЮЭЛЬ ж/б 212мл,79.9,2
2024-08-07,75274,Средство для мытья посуды ФЕЙРИ Зеленое яблоко 450мл,104.9,4
2024-06-29,97502,Мак.изделия МАКФА Витки м/у 400г,49.9,4
2024-08-23,34236,Свинина окорок б/к охл 1кг,29.99,1
2024-04-20,19511,Чай ГРИНФИЛД Меджик Юньнань 25пак,89.9,3
2024-06-20,3110,Средство для мытья посуды ФЕЙРИ Нежные руки Чайное дерево и мята 450мл,104.9,1
2024-02-11,16223,Молоко ТОМСКОЕ МОЛОКО пастер бзмж 2.5% пэт 1.4кг,94.9,2
2024-10-08,31108,Горошек БОНДЮЭЛЬ ж/б 212мл,79.9,4
2024-09-08,57723,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,4
2024-03-21,21435,Сыр ЮГОВСКОЙ Российский бзмж 50% 200г,129.9,4
2024-07-19,40224,Средство для стирки ЛАСКА Арома уход 900мл,269.9,4
2024-06-29,64566,Перец Южный 1кг,6.99,2
2024-01-28,15552,Средство для стирки ЛАСКА Уход и восстановление 1000мл,269.9,3
2024-10-03,231,Сыр ЮГОВСКОЙ Российский бзмж 50% 200г,129.9,3
2024-06-04,51126,Средство для стирки ЛАСКА Арома уход 900мл,269.9,3
2024-05-19,46130,Подгузники-трусики МЕПСИ 9-16кг 44шт,849.0,1
2024-03-30,70264,Горошек БОНДЮЭЛЬ ж/б 212мл,79.9,1
2024-07-12,35507,Колготки ГЛАМУР Велюр 70ден неро 4,289.9,3
2024-08-01,2471,Средство для мытья посуды ФЕЙРИ Нежные руки Ромашка и витамин Е 450мл,104.9,4
2024-06-11,35974,Средство для мытья посуды ФЕЙРИ Нежные руки Ромашка и витамин Е 450мл,104.9,4
2024-09-28,92585,Чай ГРИНФИЛД Эрл Грей Фэнтази черный 25пак,89.9,1
2024-06-13,78705,Колготки ГЛАМУР Велюр 70ден неро 2,289.9,2
2024-07-12,40841,Газ.напиток ДОБРЫЙ Кола без сахара 1.5л,109.9,2
2024-05-30,57743,Газ.напиток ДОБРЫЙ Кола без сахара 1.5л,109.9,4
2024-07-22,26225,Мак.изделия МАКФА Вермишель паутинка м/у 400г,49.9,2
2024-08-21,89861,Колготки ИННАМОРЕ Белла 70ден мока 4,235.0,4
2024-01-05,30935,Сыр ЮГОВСКОЙ Тильзитер бзмж 45% 200г,129.9,1
2024-03-31,50467,Газ.напиток ДОБРЫЙ Кола без сахара 1.5л,109.9,4
2024-07-14,89242,Мак.изделия МАКФА вермишель Триолли  длинная оригинальная м/у 400г,49.9,4
2024-08-17,40875,Напиток сокосодержащий ДОБРЫЙ яблоко персик 1л,109.9,1
